investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,date_anomaly_flag
INV000768,2026-11-04,118632,SIP,489,Delhi,Noida,T30,56+,Male,12.2,Cheque,Verified,True
INV000287,2026-11-08,118632,SIP,8910,Uttar Pradesh,Kanpur,B30,56+,Female,15.9,UPI,Verified,True
INV004421,2026-11-21,118632,SIP,3198,Punjab,Amritsar,B30,26-35,Male,20.5,Cheque,Verified,True
INV002668,2027-01-22,118632,SIP,49709,Delhi,Gurugram,T30,26-35,Male,9.8,Mandate,Verified,True
INV004090,2027-01-27,118632,Redemption,227578,Tamil Nadu,Coimbatore,B30,36-45,Female,28.6,Cheque,Verified,True
INV001354,2027-07-09,118632,Lumpsum,139599,Tamil Nadu,Coimbatore,B30,18-25,Male,7.0,Mandate,Verified,True
INV004688,2027-07-11,118632,SIP,1191,West Bengal,Kolkata,T30,26-35,Male,20.7,Net Banking,Verified,True
INV004017,2027-08-12,118632,Lumpsum,350234,West Bengal,Kolkata,T30,36-45,Male,36.7,Cheque,Verified,True
INV000482,2027-08-16,118632,Redemption,301021,Maharashtra,Mumbai,T30,26-35,Male,7.6,Mandate,Verified,True
INV003480,2027-08-20,118632,SIP,17157,Madhya Pradesh,Bhopal,B30,26-35,Male,24.4,UPI,Verified,True
INV004297,2027-09-03,118632,Redemption,485090,Karnataka,Bangalore,T30,36-45,Female,19.5,Net Banking,Verified,True
INV002656,2027-12-20,118632,Lumpsum,492516,Tamil Nadu,Coimbatore,B30,26-35,Male,9.6,Net Banking,Verified,True
INV004079,2027-12-21,118632,SIP,1191,Karnataka,Bangalore,T30,36-45,Female,57.2,Cheque,Verified,True
INV000432,2027-12-23,118632,Lumpsum,75729,Maharashtra,Pune,T30,18-25,Female,6.7,Mandate,Verified,True
INV002886,2027-12-27,118632,SIP,6246,Tamil Nadu,Chennai,T30,18-25,Female,7.1,Cheque,Pending,True
INV000485,2028-04-02,118632,Lumpsum,183633,Rajasthan,Jaipur,T30,26-35,Male,19.5,UPI,Verified,True
INV004722,2028-05-08,118632,Lumpsum,217764,Haryana,Faridabad,B30,36-45,Female,29.7,Cheque,Verified,True
INV002855,2028-05-12,118632,SIP,2356,Uttar Pradesh,Kanpur,B30,26-35,Female,9.9,UPI,Verified,True
INV002241,2028-05-13,118632,Lumpsum,76912,Punjab,Amritsar,B30,36-45,Female,41.4,Net Banking,Verified,True
INV003545,2028-06-16,118632,SIP,1976,Gujarat,Ahmedabad,T30,26-35,Female,15.7,UPI,Verified,True
INV000320,2028-07-17,118632,Lumpsum,517660,Uttar Pradesh,Kanpur,B30,26-35,Male,19.7,Mandate,Verified,True
INV003493,2028-08-25,118632,Redemption,415072,Gujarat,Surat,T30,18-25,Male,4.2,Net Banking,Verified,True
INV004540,2028-09-06,118632,Redemption,49766,Punjab,Chandigarh,T30,36-45,Male,48.9,Net Banking,Verified,True
INV000547,2028-12-17,118632,Lumpsum,147764,West Bengal,Kolkata,T30,26-35,Male,16.6,Cheque,Verified,True
INV003236,2029-05-07,118632,Redemption,296013,Madhya Pradesh,Bhopal,B30,18-25,Male,3.4,UPI,Verified,True
INV003146,2029-06-24,118632,SIP,2243,Rajasthan,Udaipur,B30,26-35,Male,20.2,Net Banking,Verified,True
INV001279,2029-07-27,118632,SIP,1040,Karnataka,Bangalore,T30,46-55,Male,76.7,Mandate,Verified,True
INV003228,2029-09-03,118632,SIP,2452,Madhya Pradesh,Bhopal,B30,26-35,Male,20.0,Net Banking,Pending,True
INV003320,2029-10-19,118632,Lumpsum,532796,Tamil Nadu,Coimbatore,B30,56+,Male,73.7,Cheque,Verified,True
INV000082,2029-12-29,118632,SIP,8988,Rajasthan,Udaipur,B30,26-35,Female,19.6,Net Banking,Verified,True
INV003575,2030-01-11,118632,SIP,11511,West Bengal,Kolkata,T30,18-25,Male,4.7,Net Banking,Verified,True
INV001694,2030-04-03,118632,SIP,2051,Punjab,Amritsar,B30,46-55,Female,36.8,Net Banking,Verified,True
INV003793,2030-07-15,118632,Lumpsum,261427,Delhi,New Delhi,T30,46-55,Male,94.3,Cheque,Verified,True
INV003010,2030-08-01,118632,SIP,2722,Delhi,Gurugram,T30,36-45,Male,13.7,UPI,Verified,True
INV002878,2030-09-29,118632,SIP,2453,Uttar Pradesh,Lucknow,T30,26-35,Female,17.4,Cheque,Verified,True
INV002956,2030-10-04,118632,SIP,1186,Gujarat,Surat,T30,36-45,Female,53.7,UPI,Pending,True
INV000091,2031-01-24,118632,SIP,8951,Haryana,Gurugram,T30,26-35,Male,14.6,Cheque,Verified,True
INV001336,2031-01-30,118632,SIP,25876,Tamil Nadu,Coimbatore,B30,18-25,Male,5.0,Cheque,Verified,True
INV001814,2031-03-04,118632,SIP,7267,West Bengal,Kolkata,T30,26-35,Female,6.9,Mandate,Verified,True
INV002312,2031-03-13,118632,SIP,416,Delhi,Noida,T30,18-25,Female,5.5,Cheque,Verified,True
INV002847,2031-04-03,118632,SIP,12604,Haryana,Faridabad,B30,26-35,Male,13.4,Net Banking,Verified,True
INV003896,2031-05-18,118632,SIP,968,Haryana,Faridabad,B30,56+,Female,14.3,Net Banking,Verified,True
INV000779,2032-02-03,118632,Lumpsum,289248,Gujarat,Ahmedabad,T30,36-45,Male,35.3,UPI,Verified,True
INV000124,2032-02-18,118632,SIP,5993,Punjab,Amritsar,B30,36-45,Female,46.2,UPI,Verified,True
INV004346,2032-03-26,118632,Redemption,59420,Tamil Nadu,Coimbatore,B30,26-35,Male,19.4,UPI,Verified,True
INV001273,2032-04-10,118632,SIP,2339,West Bengal,Kolkata,T30,36-45,Male,18.7,UPI,Verified,True
INV004033,2032-07-09,118632,Lumpsum,41975,West Bengal,Kolkata,T30,36-45,Male,56.1,Mandate,Verified,True
INV001463,2032-07-25,118632,Lumpsum,219141,Maharashtra,Nashik,B30,36-45,Male,54.5,Cheque,Verified,True
INV002361,2032-09-20,118632,SIP,1122,Gujarat,Surat,T30,36-45,Male,59.3,Mandate,Verified,True
INV002192,2032-11-16,118632,SIP,897,Uttar Pradesh,Lucknow,T30,18-25,Male,6.9,UPI,Verified,True
INV004464,2032-12-15,118632,SIP,5481,Haryana,Faridabad,B30,26-35,Female,11.9,Cheque,Verified,True
INV001783,2033-01-30,118632,SIP,5264,Madhya Pradesh,Bhopal,B30,36-45,Female,52.6,Cheque,Verified,True
INV002886,2033-04-02,118632,SIP,8220,Tamil Nadu,Chennai,T30,18-25,Female,7.1,Mandate,Verified,True
INV002512,2033-04-24,118632,Lumpsum,358798,Rajasthan,Jaipur,T30,46-55,Male,74.6,Mandate,Verified,True
INV002274,2033-07-08,118632,SIP,4354,Tamil Nadu,Coimbatore,B30,18-25,Female,6.9,Mandate,Verified,True
INV000669,2033-10-17,118632,SIP,902,Madhya Pradesh,Indore,T30,36-45,Male,25.2,Net Banking,Verified,True
INV003193,2033-11-14,118632,SIP,438,Rajasthan,Jaipur,T30,36-45,Male,40.4,UPI,Pending,True
INV004636,2033-12-02,118632,SIP,5619,Uttar Pradesh,Kanpur,B30,18-25,Female,5.0,UPI,Verified,True
INV001804,2033-12-26,118632,SIP,15333,Punjab,Amritsar,B30,26-35,Male,20.1,Mandate,Verified,True
INV003610,2034-01-23,118632,SIP,2265,Delhi,Gurugram,T30,26-35,Male,16.9,Net Banking,Pending,True
INV003231,2034-03-31,118632,Redemption,379193,Haryana,Gurugram,T30,26-35,Male,9.1,Mandate,Verified,True
INV001137,2034-05-14,118632,SIP,529,West Bengal,Kolkata,T30,56+,Female,55.8,Mandate,Verified,True
INV001943,2034-08-15,118632,SIP,2517,West Bengal,Kolkata,T30,56+,Female,28.3,Cheque,Verified,True
INV000754,2034-08-28,118632,SIP,6376,West Bengal,Kolkata,T30,26-35,Male,8.0,Mandate,Verified,True
INV001407,2034-10-23,118632,Redemption,139095,Rajasthan,Udaipur,B30,26-35,Female,22.2,UPI,Verified,True
INV001276,2034-10-27,118632,Redemption,227211,Rajasthan,Jaipur,T30,56+,Male,46.2,UPI,Verified,True
INV004860,2035-01-06,118632,Lumpsum,95145,Punjab,Amritsar,B30,46-55,Male,47.7,Mandate,Verified,True
INV002989,2035-02-05,118632,Redemption,270272,Haryana,Faridabad,B30,46-55,Male,16.3,Net Banking,Verified,True
INV001210,2035-03-19,118632,Redemption,504784,Uttar Pradesh,Agra,B30,36-45,Male,25.5,Cheque,Verified,True
INV001662,2035-05-02,118632,Lumpsum,319464,Delhi,Gurugram,T30,36-45,Male,45.6,Mandate,Pending,True
INV003986,2035-09-01,118632,SIP,2866,Telangana,Hyderabad,T30,36-45,Male,44.2,Net Banking,Verified,True
INV003527,2035-09-22,118632,Lumpsum,413286,Telangana,Hyderabad,T30,36-45,Female,26.2,Mandate,Verified,True
INV003955,2036-01-10,118632,SIP,2635,Gujarat,Ahmedabad,T30,26-35,Female,8.9,Cheque,Verified,True
INV004719,2036-01-19,118632,SIP,26719,Haryana,Gurugram,T30,46-55,Male,86.8,Net Banking,Verified,True
INV003672,2036-02-16,118632,Redemption,97718,Uttar Pradesh,Agra,B30,36-45,Male,32.5,Mandate,Verified,True
INV002050,2036-03-04,118632,Lumpsum,361568,Tamil Nadu,Chennai,T30,18-25,Female,7.2,UPI,Verified,True
INV000011,2036-03-13,118632,Redemption,428390,West Bengal,Kolkata,T30,26-35,Male,9.6,Net Banking,Verified,True
INV002748,2036-03-26,118632,SIP,2337,Punjab,Amritsar,B30,26-35,Male,7.8,UPI,Verified,True
INV000698,2036-04-30,118632,SIP,882,Madhya Pradesh,Bhopal,B30,18-25,Male,7.1,Mandate,Pending,True
INV003098,2036-05-31,118632,SIP,23646,Gujarat,Surat,T30,26-35,Female,9.5,Mandate,Verified,True
INV002558,2036-06-05,118632,SIP,6906,Haryana,Faridabad,B30,26-35,Female,9.1,Mandate,Verified,True
INV003185,2036-07-06,118632,Redemption,406385,Rajasthan,Udaipur,B30,26-35,Female,23.1,Mandate,Verified,True
INV000045,2036-09-01,118632,SIP,896,Uttar Pradesh,Lucknow,T30,36-45,Male,26.2,UPI,Pending,True
INV004736,2036-09-07,118632,SIP,2062,Tamil Nadu,Chennai,T30,36-45,Male,19.7,Cheque,Verified,True
INV002925,2036-09-30,118632,Lumpsum,7452,West Bengal,Kolkata,T30,36-45,Female,48.6,Net Banking,Verified,True
INV001645,2036-11-30,118632,SIP,8582,Uttar Pradesh,Kanpur,B30,46-55,Male,77.5,Cheque,Verified,True
INV000547,2036-12-02,118632,SIP,464,West Bengal,Kolkata,T30,26-35,Male,16.6,Cheque,Verified,True
INV001837,2037-01-18,118632,SIP,985,Uttar Pradesh,Agra,B30,18-25,Male,5.5,UPI,Verified,True
INV000289,2037-02-28,118632,Redemption,310475,Delhi,Gurugram,T30,36-45,Male,54.2,Net Banking,Verified,True
INV003086,2037-08-06,118632,Redemption,151112,West Bengal,Kolkata,T30,26-35,Male,20.2,Net Banking,Verified,True
INV001853,2037-09-05,118632,SIP,4755,Delhi,Noida,T30,18-25,Male,6.1,Cheque,Verified,True
INV000644,2037-09-23,118632,Redemption,320140,West Bengal,Kolkata,T30,26-35,Male,9.1,UPI,Verified,True
INV004128,2037-10-12,118632,Lumpsum,224200,Haryana,Faridabad,B30,18-25,Male,3.3,Cheque,Verified,True
INV004523,2037-11-21,118632,Redemption,354104,Haryana,Gurugram,T30,26-35,Female,13.5,Net Banking,Verified,True
INV000873,2037-12-21,118632,SIP,2339,Uttar Pradesh,Lucknow,T30,26-35,Male,8.9,UPI,Verified,True
INV004265,2037-12-30,118632,Lumpsum,390417,Punjab,Amritsar,B30,18-25,Male,7.6,Cheque,Pending,True
INV000972,2038-01-17,118632,Lumpsum,325380,Telangana,Hyderabad,T30,18-25,Female,5.9,Mandate,Verified,True
INV003775,2038-03-07,118632,Redemption,123055,Maharashtra,Mumbai,T30,56+,Male,12.8,Mandate,Verified,True
INV002258,2038-03-26,118632,Lumpsum,317163,Madhya Pradesh,Bhopal,B30,36-45,Male,33.7,Net Banking,Verified,True
INV003182,2038-04-28,118632,SIP,1055,Tamil Nadu,Chennai,T30,18-25,Female,4.8,Cheque,Verified,True
INV002003,2038-05-26,118632,Lumpsum,141036,Delhi,New Delhi,T30,26-35,Female,20.1,UPI,Verified,True
INV001856,2038-06-05,118632,SIP,10395,Delhi,New Delhi,T30,36-45,Female,43.5,Net Banking,Verified,True
INV003475,2038-07-09,118632,SIP,8404,Telangana,Hyderabad,T30,26-35,Male,20.7,Cheque,Verified,True
INV003409,2038-08-30,118632,SIP,43864,Karnataka,Mysore,B30,46-55,Male,44.2,Mandate,Verified,True
INV000585,2038-10-14,118632,Lumpsum,177339,Telangana,Hyderabad,T30,46-55,Female,47.0,Cheque,Verified,True
INV000644,2038-11-23,118632,SIP,498,West Bengal,Kolkata,T30,26-35,Male,9.1,Cheque,Verified,True
INV000344,2039-01-14,118632,Lumpsum,542423,Madhya Pradesh,Bhopal,B30,36-45,Male,56.7,Cheque,Verified,True
INV000754,2039-02-06,118632,SIP,1144,West Bengal,Kolkata,T30,26-35,Male,8.0,UPI,Verified,True
INV002809,2039-03-03,118632,SIP,2179,Uttar Pradesh,Agra,B30,36-45,Male,48.6,Mandate,Verified,True
INV000609,2039-03-27,118632,SIP,802,Tamil Nadu,Coimbatore,B30,18-25,Male,3.9,Net Banking,Pending,True
INV001304,2039-03-29,118632,Lumpsum,68368,Gujarat,Ahmedabad,T30,26-35,Male,21.8,UPI,Verified,True
INV000123,2039-04-10,118632,SIP,52944,Punjab,Chandigarh,T30,46-55,Male,73.3,UPI,Verified,True
INV001823,2039-04-13,118632,Redemption,469545,Tamil Nadu,Coimbatore,B30,26-35,Male,17.1,Mandate,Verified,True
INV004365,2039-04-23,118632,SIP,28188,Delhi,Gurugram,T30,26-35,Male,19.4,Mandate,Verified,True
INV001441,2039-07-10,118632,SIP,5014,Karnataka,Mysore,B30,36-45,Male,56.6,Net Banking,Verified,True
INV003643,2039-09-13,118632,Redemption,453288,Telangana,Hyderabad,T30,36-45,Male,48.4,Cheque,Verified,True
INV003828,2039-11-05,118632,SIP,8696,Karnataka,Bangalore,T30,18-25,Male,7.6,Mandate,Verified,True
INV004334,2040-01-02,118632,SIP,1803,Punjab,Amritsar,B30,26-35,Female,6.6,Cheque,Verified,True
INV004802,2040-05-06,118632,Redemption,162226,Uttar Pradesh,Kanpur,B30,26-35,Male,20.9,Cheque,Verified,True
INV003913,2040-05-26,118632,SIP,576,Telangana,Hyderabad,T30,36-45,Male,51.7,UPI,Verified,True
INV004357,2040-06-08,118632,SIP,564,Delhi,Gurugram,T30,46-55,Female,55.6,UPI,Verified,True
INV003387,2040-07-14,118632,Lumpsum,261280,Gujarat,Ahmedabad,T30,36-45,Male,15.4,Net Banking,Pending,True
INV001569,2040-08-04,118632,SIP,5725,Punjab,Chandigarh,T30,46-55,Male,50.1,Net Banking,Verified,True
INV003564,2041-01-10,118632,SIP,575,Telangana,Hyderabad,T30,18-25,Male,6.8,Net Banking,Verified,True
INV002002,2041-01-28,118632,Lumpsum,68109,Gujarat,Ahmedabad,T30,36-45,Female,28.4,Cheque,Verified,True
INV004739,2041-04-12,118632,Lumpsum,329759,Delhi,Gurugram,T30,18-25,Male,3.2,Net Banking,Verified,True
INV000228,2041-06-20,118632,SIP,24772,Karnataka,Bangalore,T30,26-35,Male,7.2,UPI,Verified,True
INV001210,2041-07-01,118632,SIP,7325,Uttar Pradesh,Agra,B30,36-45,Male,25.5,Net Banking,Verified,True
INV001650,2041-08-25,118632,Lumpsum,175792,Madhya Pradesh,Indore,T30,36-45,Male,38.1,Cheque,Verified,True
INV003307,2041-10-21,118632,SIP,1173,Rajasthan,Udaipur,B30,18-25,Male,7.1,Cheque,Verified,True
INV001484,2041-10-27,118632,SIP,876,Tamil Nadu,Chennai,T30,36-45,Male,13.1,Net Banking,Verified,True
INV004252,2042-03-28,118632,SIP,4766,Haryana,Faridabad,B30,36-45,Male,58.7,Net Banking,Verified,True
INV004547,2042-04-24,118632,Redemption,486612,Madhya Pradesh,Bhopal,B30,36-45,Female,42.8,Net Banking,Verified,True
INV002800,2042-04-26,118632,Lumpsum,78091,West Bengal,Kolkata,T30,36-45,Male,51.9,UPI,Verified,True
INV004152,2042-04-28,118632,Redemption,185609,Rajasthan,Udaipur,B30,56+,Male,44.0,Mandate,Verified,True
INV003222,2042-08-05,118632,Lumpsum,89812,Punjab,Amritsar,B30,56+,Female,11.7,UPI,Verified,True
INV003964,2042-08-09,118632,Lumpsum,323280,Punjab,Chandigarh,T30,26-35,Male,16.7,Cheque,Verified,True
INV000177,2042-09-12,118632,Lumpsum,240166,Rajasthan,Jaipur,T30,26-35,Male,17.6,Mandate,Verified,True
INV000914,2042-09-17,118632,Lumpsum,286414,Karnataka,Mysore,B30,18-25,Male,3.8,Mandate,Verified,True
INV004819,2042-10-05,118632,Lumpsum,275129,Telangana,Hyderabad,T30,26-35,Female,14.8,Mandate,Verified,True
INV003025,2042-11-10,118632,SIP,2125,Gujarat,Surat,T30,26-35,Female,11.9,Net Banking,Verified,True
INV003022,2043-01-09,118632,Redemption,113862,Telangana,Hyderabad,T30,46-55,Male,60.2,Cheque,Verified,True
INV000078,2043-01-22,118632,Lumpsum,165287,Haryana,Faridabad,B30,26-35,Male,20.2,UPI,Pending,True
INV003340,2043-01-23,118632,SIP,2681,Madhya Pradesh,Indore,T30,26-35,Male,22.5,Cheque,Verified,True
INV002108,2043-04-26,118632,SIP,9776,Gujarat,Ahmedabad,T30,46-55,Male,35.0,Net Banking,Verified,True
INV000578,2043-06-03,118632,SIP,10946,Maharashtra,Nashik,B30,26-35,Male,10.9,UPI,Verified,True
INV003608,2043-06-04,118632,Lumpsum,247462,West Bengal,Kolkata,T30,46-55,Male,59.6,Net Banking,Verified,True
INV004412,2043-09-01,118632,SIP,1911,Punjab,Amritsar,B30,26-35,Female,21.6,Net Banking,Pending,True
INV001842,2043-09-11,118632,Lumpsum,176274,Gujarat,Surat,T30,26-35,Male,14.4,UPI,Verified,True
INV001062,2043-11-08,118632,SIP,3075,Karnataka,Bangalore,T30,26-35,Male,21.1,Mandate,Verified,True
INV004043,2043-12-12,118632,Lumpsum,384906,Punjab,Amritsar,B30,36-45,Female,39.5,Net Banking,Verified,True
INV004691,2043-12-30,118632,Lumpsum,71462,Delhi,Noida,T30,26-35,Male,14.5,Cheque,Verified,True
INV000328,2044-02-26,118632,SIP,860,Madhya Pradesh,Bhopal,B30,26-35,Male,19.6,Cheque,Verified,True
INV002417,2044-03-20,118632,SIP,1678,Tamil Nadu,Coimbatore,B30,26-35,Male,16.8,Mandate,Verified,True
INV003692,2044-05-06,118632,SIP,594,Uttar Pradesh,Lucknow,T30,26-35,Male,23.1,Net Banking,Verified,True
INV001543,2044-07-17,118632,SIP,8869,Delhi,New Delhi,T30,26-35,Male,21.1,UPI,Verified,True
INV001064,2044-07-19,118632,SIP,816,West Bengal,Kolkata,T30,46-55,Male,67.9,UPI,Pending,True
INV001806,2044-07-25,118632,Lumpsum,257255,Telangana,Hyderabad,T30,36-45,Male,32.6,UPI,Verified,True
INV000870,2044-09-28,118632,SIP,8684,Rajasthan,Udaipur,B30,18-25,Male,5.0,Net Banking,Verified,True
INV002554,2044-11-15,118632,SIP,9265,Madhya Pradesh,Bhopal,B30,18-25,Male,5.4,Net Banking,Verified,True
INV004129,2044-11-17,118632,SIP,7656,Rajasthan,Udaipur,B30,46-55,Male,70.2,Cheque,Verified,True
INV002168,2045-01-09,118632,SIP,2176,Rajasthan,Jaipur,T30,36-45,Male,34.9,Mandate,Verified,True
INV000166,2045-01-19,118632,Lumpsum,499118,Telangana,Hyderabad,T30,26-35,Male,24.4,Mandate,Verified,True
INV000570,2045-03-12,118632,SIP,54218,Madhya Pradesh,Bhopal,B30,26-35,Male,16.2,Mandate,Verified,True
INV004558,2045-03-31,118632,SIP,7933,Rajasthan,Jaipur,T30,36-45,Male,56.3,UPI,Verified,True
INV003567,2045-04-16,118632,SIP,8192,Tamil Nadu,Chennai,T30,46-55,Male,76.1,Net Banking,Pending,True
INV000580,2045-05-02,118632,SIP,46989,Uttar Pradesh,Agra,B30,56+,Male,31.8,UPI,Pending,True
INV003515,2045-05-26,118632,Redemption,97474,West Bengal,Kolkata,T30,26-35,Male,16.3,Cheque,Verified,True
INV004518,2045-08-02,118632,Lumpsum,63224,Uttar Pradesh,Lucknow,T30,26-35,Female,24.4,Cheque,Verified,True
INV004128,2045-10-02,118632,SIP,26215,Haryana,Faridabad,B30,18-25,Male,3.3,Mandate,Verified,True
INV001665,2045-11-12,118632,SIP,584,Telangana,Hyderabad,T30,36-45,Male,35.1,Net Banking,Verified,True
INV004701,2045-12-20,118632,SIP,14454,Haryana,Gurugram,T30,26-35,Male,7.3,Net Banking,Verified,True
INV001966,2046-03-20,118632,SIP,6696,Telangana,Hyderabad,T30,18-25,Male,4.0,Cheque,Verified,True
INV003028,2046-05-21,118632,SIP,11478,Tamil Nadu,Chennai,T30,26-35,Female,12.8,UPI,Verified,True
INV001814,2046-06-05,118632,SIP,1939,West Bengal,Kolkata,T30,26-35,Female,6.9,UPI,Verified,True
INV000337,2046-06-06,118632,Redemption,242705,Haryana,Faridabad,B30,56+,Female,73.4,Net Banking,Verified,True
INV003380,2046-06-16,118632,Lumpsum,328487,Delhi,Noida,T30,36-45,Male,21.0,UPI,Verified,True
INV004134,2046-06-24,118632,SIP,4001,West Bengal,Kolkata,T30,36-45,Male,24.4,Mandate,Verified,True
INV003795,2046-07-11,118632,SIP,2085,West Bengal,Kolkata,T30,18-25,Male,7.6,Mandate,Verified,True
INV002116,2046-07-23,118632,Lumpsum,414055,Karnataka,Bangalore,T30,18-25,Male,3.8,Cheque,Verified,True
INV004659,2046-07-30,118632,Redemption,20033,West Bengal,Kolkata,T30,18-25,Female,3.3,Net Banking,Verified,True
INV003524,2046-08-16,118632,SIP,6404,Telangana,Hyderabad,T30,36-45,Male,12.5,Mandate,Verified,True
INV000674,2046-10-16,118632,SIP,27449,Rajasthan,Udaipur,B30,26-35,Female,12.5,Mandate,Verified,True
INV002473,2046-12-23,118632,SIP,11418,Uttar Pradesh,Lucknow,T30,36-45,Male,41.8,Net Banking,Verified,True
INV002547,2047-04-28,118632,Lumpsum,384834,Haryana,Gurugram,T30,26-35,Male,7.3,Mandate,Verified,True
INV001571,2047-05-01,118632,Redemption,143857,Rajasthan,Udaipur,B30,46-55,Female,52.0,Net Banking,Verified,True
INV004938,2047-05-14,118632,SIP,48071,Karnataka,Bangalore,T30,18-25,Male,6.3,Mandate,Verified,True
INV001969,2047-06-10,118632,Lumpsum,132181,Uttar Pradesh,Kanpur,B30,26-35,Male,9.7,UPI,Verified,True
INV001877,2047-06-30,118632,SIP,28603,Tamil Nadu,Coimbatore,B30,56+,Male,62.1,Mandate,Verified,True
INV001091,2047-07-03,118632,Lumpsum,249893,Telangana,Hyderabad,T30,18-25,Male,7.5,Mandate,Verified,True
INV003525,2047-07-04,118632,SIP,976,Karnataka,Mysore,B30,36-45,Male,36.1,UPI,Verified,True
INV000689,2047-09-05,118632,SIP,423,Tamil Nadu,Chennai,T30,26-35,Female,19.8,UPI,Verified,True
INV001460,2047-10-09,118632,Lumpsum,406659,Uttar Pradesh,Kanpur,B30,36-45,Male,45.4,Mandate,Verified,True
INV000384,2047-10-20,118632,SIP,52268,Tamil Nadu,Coimbatore,B30,18-25,Female,6.5,Net Banking,Verified,True
INV004193,2047-10-21,118632,SIP,13429,Telangana,Hyderabad,T30,26-35,Male,17.1,UPI,Verified,True
INV002526,2048-02-21,118632,Redemption,309276,Madhya Pradesh,Bhopal,B30,18-25,Female,3.5,Mandate,Verified,True
INV000007,2048-02-22,118632,SIP,1906,Uttar Pradesh,Kanpur,B30,26-35,Male,21.9,UPI,Verified,True
INV000296,2048-04-04,118632,SIP,58254,Madhya Pradesh,Indore,T30,26-35,Male,16.7,Cheque,Verified,True
INV000865,2048-04-07,118632,SIP,25097,Tamil Nadu,Coimbatore,B30,26-35,Male,24.2,Mandate,Verified,True
INV003978,2048-04-09,118632,Redemption,431148,Telangana,Hyderabad,T30,26-35,Female,6.2,Mandate,Verified,True
INV002563,2048-05-08,118632,SIP,5413,Madhya Pradesh,Indore,T30,18-25,Female,6.8,Cheque,Verified,True
INV003748,2048-06-13,118632,SIP,10028,Madhya Pradesh,Indore,T30,46-55,Male,66.4,Net Banking,Verified,True
INV002583,2048-07-02,118632,Redemption,370125,Gujarat,Ahmedabad,T30,46-55,Male,48.5,Net Banking,Verified,True
INV003722,2048-07-07,118632,SIP,4678,Maharashtra,Nashik,B30,36-45,Female,50.8,UPI,Verified,True
INV000493,2048-12-19,118632,SIP,6286,Punjab,Chandigarh,T30,18-25,Male,4.2,UPI,Verified,True
INV001821,2049-03-26,118632,SIP,2887,Delhi,Gurugram,T30,26-35,Male,8.7,UPI,Verified,True
INV002199,2049-06-01,118632,SIP,2579,Gujarat,Ahmedabad,T30,26-35,Male,18.6,UPI,Verified,True
INV000923,2049-06-26,118632,SIP,437,Uttar Pradesh,Lucknow,T30,26-35,Male,13.0,Cheque,Pending,True
INV003639,2049-07-03,118632,SIP,878,Telangana,Hyderabad,T30,36-45,Female,22.9,Net Banking,Verified,True
INV001943,2049-08-27,118632,SIP,46306,West Bengal,Kolkata,T30,56+,Female,28.3,Mandate,Pending,True
INV000716,2049-09-05,118632,Lumpsum,201547,Maharashtra,Nashik,B30,56+,Male,15.1,Mandate,Verified,True
INV001234,2049-10-05,118632,SIP,10051,Uttar Pradesh,Agra,B30,26-35,Male,24.4,UPI,Verified,True
INV004700,2049-10-25,118632,SIP,3245,Gujarat,Ahmedabad,T30,26-35,Male,15.9,UPI,Verified,True
INV000494,2049-11-01,118632,SIP,4092,Punjab,Amritsar,B30,56+,Male,30.4,Net Banking,Verified,True
INV000895,2050-02-07,118632,SIP,5809,Rajasthan,Udaipur,B30,26-35,Male,19.5,Cheque,Verified,True
INV000302,2050-03-01,118632,Redemption,307706,Telangana,Hyderabad,T30,36-45,Male,31.3,UPI,Verified,True
INV004808,2050-03-26,118632,SIP,12069,Uttar Pradesh,Kanpur,B30,36-45,Male,47.0,UPI,Verified,True
INV003243,2050-05-09,118632,SIP,3558,Rajasthan,Jaipur,T30,18-25,Female,4.0,Cheque,Verified,True
INV003945,2050-07-19,118632,SIP,2300,Gujarat,Ahmedabad,T30,46-55,Female,48.3,Cheque,Verified,True
INV000079,2050-08-19,118632,SIP,6588,Gujarat,Surat,T30,26-35,Male,17.0,Cheque,Verified,True
INV003211,2050-08-23,118632,SIP,16268,Uttar Pradesh,Lucknow,T30,36-45,Male,55.1,Cheque,Verified,True
INV004630,2050-09-19,118632,SIP,478,Madhya Pradesh,Bhopal,B30,26-35,Female,6.3,Net Banking,Verified,True
INV004982,2050-10-13,118632,SIP,4520,Haryana,Faridabad,B30,18-25,Female,7.9,UPI,Verified,True
INV003581,2050-10-15,118632,SIP,842,Tamil Nadu,Coimbatore,B30,56+,Male,15.3,Cheque,Verified,True
INV002114,2050-11-17,118632,Lumpsum,317082,Rajasthan,Udaipur,B30,18-25,Female,5.5,Net Banking,Verified,True
INV003429,2050-12-02,118632,Lumpsum,78773,Telangana,Hyderabad,T30,26-35,Male,16.0,Cheque,Verified,True
INV003698,2051-01-03,118632,SIP,6872,Madhya Pradesh,Bhopal,B30,36-45,Female,41.5,Cheque,Verified,True
INV003226,2051-02-13,118632,Redemption,359922,Haryana,Gurugram,T30,26-35,Male,21.5,Net Banking,Verified,True
INV001739,2051-04-07,118632,SIP,21777,West Bengal,Kolkata,T30,36-45,Female,45.5,UPI,Verified,True
